261,31
587,29
1099,30
1174,31
471,31
702,32
153,31
2,29
0,28
23,26
43,26
514,29
326,31
342,32
584,31
757,33
573,33
227,33
145,31
4,29
0,27
10,25
29,26
1900,32
176,33
327,32
941,32
874,31
832,32
423,32
79,32
102,29
0,26
2,25
76,29
257,31
252,32
759,31
518,32
745,31
745,31
379,33
281,31
0,30
0,28
1,30
27,26
111,31
170,30
347,32
796,31
681,32
486,33
946,30
31,32
23,30
18,26
7,23
15,28
239,29
548,31
366,32
858,31
1245,30
665,31
313,33
90,33
42,31
0,28
0,27
0,32
49,33
207,33
731,31
472,32
775,32
503,32
253,32
344,31
0,30
0,28
48,25
3,25
119,29
500,30
670,30
1120,31
330,32
981,31
733,31
188,32
0,29
0,27
0,25
143,28
42,31
177,32
481,32
729,32
612,33
609,33
347,33
281,31
55,29
0,27
2,25
2,27
78,30
441,31
548,31
701,31
841,31
469,32
396,31
108,31
132,29
14,26
0,25
0,29
170,30
311,32
359,32
1038,30
497,33
438,33
499,33
237,32
0,29
7,27
1,26
8,29
40,33
622,29
371,32
553,32
1394,31
545,33
478,31
235,31
5,30
12,27
0,25
48,29
388,29
296,32
895,30
354,33
978,32
626,32
319,33
259,32
0,30
0,29
0,27
62,30
16,33
353,32
572,32
1288,31
436,33
424,34
288,32
72,33
12,30
3,28
0,26
34,27
41,31
481,30
669,32
869,31
786,31
578,33
594,32
142,31
144,30
0,26
19,24
35,26
165,30
162,33
501,33
648,32
604,32
761,31
264,33
192,32
0,30
0,27
0,27
20,31
63,33
427,32
576,33
469,32
599,33
674,32
323,33
136,33
0,30
0,27
0,27
1,30
147,33
804,31
728,31
946,30
528,33
767,33
732,32
231,33
10,30
45,27
0,24
3,29
99,31
78,33
403,32
578,33
673,32
722,33
490,34
55,33
0,30
0,28
0,26
140,27
51,31
442,32
666,32
580,32
264,32
0,40
304,32
91,30
58,28
2,26
6,26
1,28
58,32
360,29
321,30
639,32
310,32
245,32
317,32
165,31
5,29
0,25
0,26
62,27
16,31
214,33
172,33
386,32
230,32
367,30
144,32
226,31
103,28
0,26
1,26
0,29
45,32
227,32
427,33
429,32
490,32
432,32
279,32
397,31
34,29
0,27
0,26
0,30
91,31
111,34
249,32
319,32
520,32
495,32
209,32
298,31
66,28
0,26
9,25
9,29
114,31
262,34
587,32
650,31
119,32
324,33
418,32
171,31
29,29
0,27
1,25
73,30
95,33
280,34
368,33
653,31
274,32
261,32
269,33
195,30
0,40
0,26
3,26
0,29
126,33
210,33
340,33
556,32
347,31
411,31
388,32
47,32
211,29
0,25
11,26
0,29
193,32
217,33
538,31
769,30
461,31
482,31
245,31
59,32
94,29
15,26
32,25
82,26
3,32
202,36
366,33
611,32
277,32
359,33
289,32
90,31
0,30
4,27
6,27
129,27
14,33
154,34
405,33
425,34
334,33
298,32
373,32
270,31
0,30
13,27
69,25
52,27
185,32
123,34
335,33
502,32
403,32
457,32
232,31
219,30
0,29
0,27
0,27
0,30
0,31
0,37
0,35
0,32
0,31
0,33
0,32
140,31
0,29
0,27
1900,28
0,26
0,31
0,34
0,33
1900,31
0,32
0,32
0,32
0,31
1900,29
0,26
15,26
60,28
2,33
115,34
268,32
678,32
379,33
323,31
22,34
109,31
0,29
0,27
0,27
5,30
89,32
288,33
395,32
1900,32
310,32
282,32
237,33
398,31
13,29
0,27
9,25
1900,28
1900,33
432,31
393,32
459,32
455,31
293,33
197,33
1900,31
51,30
0,27
0,27
82,28
70,31
59,33
309,33
845,31
206,32
273,31
1900,40
68,31
67,30
10,27
1900,25
0,30
1900,32
171,34
1900,33
684,30
561,32
403,31
210,32
187,30
41,29
46,25
46,25
0,29
376,30
1900,33
206,33
283,32
1900,32
304,33
368,32
160,31
0,29
0,27
0,26
1900,27
0,32
30,33
459,32
456,31
531,31
544,32
1900,31
132,31
25,28
0,26
71,25
0,28
80,33
395,33
1900,34
480,32
313,33
523,31
158,33
1900,30
22,29
0,27
36,25
1900,27
97,31
79,34
79,34
418,32
1900,31
267,32
420,31
213,30
1900,28
0,26
4,24
0,27
1900,33
1900,40
1900,40
1900,40
1900,30
1900,31
116,32
249,31
99,28
1900,25
0,26
42,26
90,32
234,32
269,32
1900,33
447,33
202,33
1900,33
36,32
2,29
0,27
0,25
108,29
16,31
318,34
1900,31
553,31
378,32
181,32
150,32
80,32
88,28
1900,24
0,24
1900,28
1900,32
1900,32
493,32
677,32
1900,30
1900,40
1900,40
97,32
16,30
0,25
1900,25
1900,40
0,33
0,34
305,32
285,33
253,31
1900,40
147,32
106,32
83,28
0,26
0,26
1900,40
1900,40
93,32
1900,40
1285,30
529,32
267,32
606,33
155,31
1900,40
0,26
0,25
51,25
0,33
695,30
510,30
500,31
1900,40
311,32
121,33
189,30
92,29
15,26
0,23
1900,23
33,32
1900,32
651,31
686,31
240,33
343,34
128,32
51,32
1,30
0,28
2,27
7,28
24,32
1900,35
279,35
419,32
451,33
282,33
1900,32
39,32
1900,29
66,27
0,40
4,40
53,40
1900,40
631,40
1900,40
294,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
0,28
72,27
31,32
375,33
225,34
372,32
310,33
489,33
221,33
92,33
0,27
24,30
1,26
24,28
342,31
405,34
605,33
431,33
224,34
1900,32
1900,40
1900,40
1900,40
1900,40
1900,25
1900,28
0,33
82,36
734,31
396,33
204,31
362,33
481,32
156,32
5,28
1,24
5,23
43,29
88,32
1900,40
1900,40
1900,40
1900,31
232,33
351,31
50,32
0,29
0,27
3,25
2,28
20,33
525,32
196,32
406,32
215,31
278,32
281,30
411,30
191,29
0,26
9,26
2,29
65,31
319,32
169,33
270,32
372,31
449,32
220,32
134,31
38,29
10,26
0,26
40,29
208,30
152,33
628,31
435,32
444,31
495,31
218,32
185,31
13,30
14,27
0,24
18,28
29,32
99,35
244,34
369,33
402,32
274,33
345,32
191,31
16,29
2,26
0,26
20,28
285,29
356,31
492,32
333,32
183,32
410,33
343,32
235,30
306,30
1,27
17,25
74,28
29,33
227,32
831,29
382,31
184,33
215,33
420,31
245,31
41,28
163,25
0,24
40,25
33,32
117,35
354,32
238,33
245,32
345,33
188,32
179,31
1,29
1,26
2,24
83,28
50,30
143,32
363,30
748,31
478,32
369,32
338,32
113,31
30,29
0,27
11,27
43,26
244,31
162,32
234,33
186,32
237,33
365,32
159,33
132,31
9,29
0,27
4,25
32,27
47,32
80,34
238,34
569,32
300,32
433,32
214,32
116,32
80,29
0,26
0,25
38,29
135,33
109,33
212,33
427,33
508,32
167,32
238,33
171,32
0,30
0,28
2,25
19,26
57,32
74,31
333,32
416,32
573,32
186,33
395,31
65,32
1,30
28,24
12,23
1,28
103,30
196,32
229,33
247,33
508,31
250,32
204,33
95,33
79,31
0,28
0,27
0,31
26,34
9,36
433,32
275,32
457,32
259,32
307,32
349,32
0,31
1,28
49,25
31,26
224,30
318,32
823,31
464,32
189,33
490,32
273,32
298,32
2,30
0,27
0,25
131,29
100,32
154,34
504,31
747,32
302,33
405,34
208,33
304,32
55,29
0,27
15,26
0,29
147,32
383,32
572,31
529,32
541,31
464,33
307,33
117,32
90,30
0,27
0,24
4,29
65,30
215,32
367,32
640,31
231,33
204,40
268,32
247,31
0,40
54,40
0,24
0,29
10,40
657,30
447,40
458,40
889,40
184,40
331,30
80,31
0,29
0,27
0,25
71,29
162,31
155,33
615,32
294,33
330,32
268,32
320,33
159,32
0,30
1,28
0,26
3,31
1,34
195,33
364,32
478,32
271,33
325,34
165,32
150,32
15,29
0,27
0,25
68,27
69,31
293,31
214,33
622,31
245,32
362,32
333,32
152,32
159,29
0,26
32,24
24,26
39,31
42,34
296,33
281,32
319,32
411,32
158,33
273,31
0,30
0,27
0,26
1,30
47,33
138,33
713,32
374,33
331,33
433,33
333,33
69,32
13,30
0,27
0,26
0,30
48,35
228,34
560,32
440,32
217,33
311,33
229,32
203,32
1,30
53,27
6,24
7,29
56,31
96,33
595,32
401,32
401,32
307,32
108,33
73,33
0,30
0,26
0,27
194,28
43,32
293,33
240,32
619,32
1045,30
347,31
388,31
219,31
14,28
0,27
0,27
0,28
112,33
494,31
665,31
884,31
747,31
661,31
294,31
148,32
0,29
0,26
0,27
19,27
26,32
28,33
257,33
421,30
266,30
530,28
183,31
297,29
258,27
0,24
0,24
0,27
23,30
212,31
200,31
539,30
857,29
596,30
401,30
427,29
55,27
0,25
10,24
0,27
18,29
471,31
541,31
899,31
644,30
419,30
570,30
422,30
133,27
0,24
2,23
2,27
29,30
20,32
225,32
661,31
612,31
370,32
493,32
147,31
0,28
42,29
6,25
44,30
70,33
106,34
183,33
979,29
389,30
376,31
264,32
238,31
0,29
0,27
0,27
0,29
88,33
69,34
302,33
270,31
663,30
329,31
246,32
55,31
148,29
0,26
8,27
3,29
74,32
94,35
227,32
803,30
423,31
387,31
444,31
141,32
23,30
0,27
52,26
57,27
8,32
69,35
125,33
374,32
384,31
154,32
366,32
42,32
0,30
1,27
3,28
91,28
44,34
118,35
240,33
233,33
251,32
771,31
239,32
255,32
5,30
0,27
37,26
66,27
153,32
108,33
270,33
336,31
396,31
581,31
207,31
311,30
0,29
0,27
0,26
0,31
35,32
38,36
353,34
373,32
591,30
334,32
454,31
153,31
62,29
0,27
1,27
12,27
21,33
116,34
182,33
639,32
382,31
577,31
114,32
134,32
0,29
0,26
12,26
12,28
5,34
189,34
237,33
446,31
456,32
230,32
98,33
231,31
0,29
1900,27
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
20,25
30,29
29,33
121,33
343,33
544,31
816,30
540,31
428,32
533,31
28,29
0,27
0,26
0,28
14,31
0,34
53,34
717,32
595,31
810,30
329,31
49,32
99,30
14,27
14,26
1900,30
29,33
1900,35
127,35
641,31
315,31
1900,31
540,31
348,30
28,30
58,25
1900,40
1900,40
1900,40
191,40
186,40
1900,40
1900,40
295,40
443,40
272,40
1900,40
0,40
0,40
1900,40
45,40
1900,40
1900,40
524,40
498,40
442,40
185,40
1900,40
10,40
1900,40
0,26
0,30
57,33
237,33
41,34
782,31
559,31
1900,30
366,32
26,32
27,29
0,28
20,26
9,29
63,32
1900,34
1900,33
129,32
546,31
240,31
37,32
284,31
74,29
1900,40
1900,26
10,28
1900,33
1900,40
1900,34
1900,31
291,30
307,30
1900,32
166,30
57,29
1900,40
0,40
0,40
1900,33
117,33
252,33
369,32
206,32
385,31
69,33
57,33
1,31
0,28
10,25
30,26
53,30
72,29
445,31
489,31
1900,32
138,31
127,31
198,31
160,28
0,25
0,25
0,28
84,31
234,31
1900,32
488,31
763,29
271,30
442,31
150,31
65,30
0,26
0,25
43,31
6,33
84,33
194,32
259,32
516,30
143,31
258,30
182,31
128,28
0,26
0,25
10,28
49,31
44,33
266,31
521,30
517,30
435,30
17,31
96,30
10,30
0,26
0,25
78,28
7,31
359,29
392,30
417,30
435,30
116,31
149,32
132,30
35,29
5,26
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
1900,40
7,27
8,27
35,32
20,34
26,34
173,33
167,31
486,31
344,31
157,31
29,31
9,26
0,25
41,27
50,31
82,33
429,31
195,31
472,31
428,31
219,31
175,31
0,30
2,27
16,25
13,27
101,29
470,29
383,30
315,31
511,29
250,31
112,32
0,32
0,30
27,26
0,26
12,27
7,30
232,31
358,34
593,30
219,31
519,31
194,31
19,31
32,28
0,26
14,40
25,28
98,30
93,31
290,32
195,32
396,32
518,31
403,32
221,31
17,30
16,26
12,25
5,27
0,33
98,34
635,31
428,32
391,30
449,31
233,31
186,32
0,30
2,27
3,26
6,28
75,31
151,33
301,32
264,32
208,31
345,32
266,32
22,32
0,30
0,28
5,26
0,29
2,33
231,32
242,33
165,33
389,31
244,33
369,31
208,31
137,30
0,27
0,26
0,29
45,31
212,32
117,34
1900,32
429,31
350,31
354,31
156,32
58,30
13,27
0,27
17,29
33,31
10,33
470,32
379,31
415,31
423,31
216,32
227,32
59,30
0,27
0,24
18,28
18,32
70,32
183,34
342,32
332,31
77,32
239,31
160,30
0,29
0,27
0,26
21,28
179,28
228,31
331,32
333,32
303,31
252,32
227,32
239,30
71,30
27,27
11,24
50,28
229,33
270,33
439,31
331,31
394,32
409,32
377,31
240,31
50,28
114,26
0,24
63,25
0,31
10,34
154,33
298,33
259,32
128,33
128,32
197,32
2,30
1,26
1,26
129,28
81,30
174,32
642,31
506,31
540,31
287,31
245,32
219,32
40,30
0,27
10,26
11,26
124,30
150,33
185,33
431,32
116,32
245,32
91,32
20,32
1,30
0,27
0,25
29,27
12,32
114,32
318,33
329,32
529,31
452,32
124,32
48,32
147,28
0,27
12,25
0,28
114,32
102,33
449,34
392,32
308,32
146,31
178,33
322,31
12,30
1,27
8,25
11,27
117,31
160,30
199,33
350,32
664,31
270,32
277,31
47,31
1,30
30,25
27,23
54,27
109,29
249,31
342,32
100,33
854,30
336,31
281,32
48,33
118,31
0,28
0,26
0,30
2,32
7,34
229,32
350,32
892,31
371,31
365,31
292,31
43,30
0,28
45,26
52,26
121,30
212,32
554,32
295,32
182,32
319,32
106,32
155,32
3,30
0,27
0,25
13,29
6,32
54,34
300,32
590,31
184,32
312,33
258,33
161,32
72,29
0,26
29,26
0,29
72,31
91,32
344,32
316,32
766,31
223,32
129,33
83,32
83,29
0,27
2,23
50,28
128,30
132,33
141,34
673,31
290,32
131,33
97,33
129,32
3,30
49,26
0,24
4,28
6,31
175,32
186,34
654,32
311,32
183,33
686,31
218,31
1,30
0,27
6,25
2,29
249,31
157,34
193,33
259,33
403,32
410,32
395,33
349,31
0,29
1,28
0,26
0,30
0,32
117,33
607,33
402,33
151,32
226,33
300,32
94,32
1,29
0,27
0,24
20,27
21,30
179,32
153,34
548,32
654,31
221,32
339,32
280,31
82,29
0,26
30,25
11,26
26,31
34,34
282,34
330,32
457,31
375,32
247,33
265,31
0,30
0,27
0,26
0,29
3,32
48,34
295,34
235,33
573,32
427,32
145,33
98,32
0,30
0,26
0,25
13,28
30,32
23,33
343,33
417,32
94,33
125,33
241,33
277,32
0,30
15,26
0,24
0,28
28,31
76,33
351,33
346,32
273,32
501,31
233,32
76,33
0,30
0,25
0,40
0,40
0,40
0,40
0,40
0,40
0,40
297,32
354,33
147,32
0,30
0,26
0,28
3,29
18,35
2,36
158,34
206,34
230,32
205,31
322,33
172,32
0,30
0,27
0,27
39,27
105,31
8,34
253,33
359,32
288,32
412,31
174,31
389,31
0,28
49,27
0,26
0,31
10,33
0,37
184,36
419,33
930,30
178,32
344,32
139,32
17,29
4,28
2,28
0,28
18,34
49,35
135,35
1081,31
857,31
660,32
286,33
294,32
4,29
0,26
7,26
1,29
2,35
92,35
210,34
542,31
285,33
530,32
472,34
188,31
0,30
0,28
0,28
0,32
25,34
324,33
317,32
773,30
950,31
240,32
168,34
218,32
0,29
0,27
0,27
1,30
50,35
158,32
133,33
1900,32
412,31
412,40
387,40
412,40
63,30
88,40
0,27
4,29
83,32
35,34
239,35
681,31
549,31
402,30
263,33
231,32
8,30
49,27
1900,27
0,32
34,34
44,36
183,35
536,30
503,32
287,32
216,33
221,31
25,31
110,26
1900,27
1900,31
1900,32
1900,34
1900,35
1900,34
1900,32
1900,33
1900,33
1900,32
1900,30
1900,28
1900,27
1900,29
1900,34
1900,35
1900,33
1900,31
1900,32
1900,33
1900,33
1900,32
1900,30
1900,28
0,27
0,31
47,34
194,35
657,32
1900,35
329,32
740,30
326,33
50,32
41,29
0,27
6,26
54,29
15,33
38,34
111,34
274,32
1276,30
326,31
200,31
155,30
109,28
0,27
5,26
0,29
0,34
103,32
133,32
693,30
399,29
507,29
164,32
72,31
41,29
1,27
0,27
2,28
0,34
37,34
105,35
450,32
315,31
309,30
100,33
53,32
4,31
0,28
0,28
0,30
35,33
181,35
377,32
453,31
608,31
481,30
133,31
138,31
126,28
2,26
1,26
1900,29
0,31
1900,40
1900,40
441,31
489,28
317,30
401,31
252,32
23,29
0,25
0,26
0,29
6,33
183,33
108,32
508,31
649,29
262,30
1900,30
195,31
115,27
0,25
0,26
1900,30
0,33
123,33
181,33
874,29
783,29
377,30
389,31
160,30
143,29
0,26
20,25
29,27
0,32
389,29
250,31
502,30
520,30
1900,30
164,31
67,31
